;Cluster;Wochentag;Ankunftszeit;Nummer;Pausentyp;Kapazitaet;Max_Leistung;SOC;SOC_Target;Pausenlaenge;Ladesäule;Zeit_DateTime;Ankunftszeit_total;LoadStatus
1954;2;3;695;896;Schnelllader;840;1200;0,5030027924130843;0,64;45;HPC;2021-01-03 11:35:00;3575;1
1955;2;3;695;897;Schnelllader;720;750;0,4738387461746229;0,73;45;HPC;2021-01-03 11:35:00;3575;0
1956;2;3;695;898;Schnelllader;840;1200;0,4543501463259844;0,64;45;HPC;2021-01-03 11:35:00;3575;0
1957;2;3;695;899;Schnelllader;840;1200;0,4344475289106663;0,64;45;HPC;2021-01-03 11:35:00;3575;0
1958;2;3;700;900;Schnelllader;840;1200;0,4774023213821201;0,64;45;HPC;2021-01-03 11:40:00;3580;1
1959;2;3;705;901;Schnelllader;960;1200;0,3104012841525636;0,5725;45;HPC;2021-01-03 11:45:00;3585;1
1960;2;3;705;902;Schnelllader;600;750;0,4775532125107986;0,856;45;HPC;2021-01-03 11:45:00;3585;1
1961;2;3;705;903;Schnelllader;960;1200;0,437011900532347;0,5725;45;HPC;2021-01-03 11:45:00;3585;0
1962;2;3;705;904;Schnelllader;840;1200;0,4398182307886973;0,64;45;HPC;2021-01-03 11:45:00;3585;0
1963;2;3;705;905;Schnelllader;960;1200;0,4648931878303363;0,5725;45;HPC;2021-01-03 11:45:00;3585;0
1964;2;3;710;906;Schnelllader;960;1200;0,3567045609804785;0,5725;45;HPC;2021-01-03 11:50:00;3590;1
1965;2;3;710;907;Schnelllader;600;750;0,4972010926393634;0,856;45;HPC;2021-01-03 11:50:00;3590;0
1966;2;3;715;908;Schnelllader;960;1200;0,4127905215304946;0,5725;45;HPC;2021-01-03 11:55:00;3595;1
1967;2;3;720;909;Schnelllader;960;1200;0,4264894547986505;0,5725;45;HPC;2021-01-03 12:00:00;3600;1
1968;2;3;720;910;Schnelllader;960;1200;0,4888520156724647;0,5725;45;HPC;2021-01-03 12:00:00;3600;1
1970;2;3;725;912;Schnelllader;960;1200;0,3241253232014627;0,5725;45;HPC;2021-01-03 12:05:00;3605;1
1972;2;3;730;914;Schnelllader;720;750;0,4232448830081223;0,73;45;HPC;2021-01-03 12:10:00;3610;1
1973;2;3;735;915;Schnelllader;960;1200;0,3837943312764379;0,5725;45;HPC;2021-01-03 12:15:00;3615;1
1974;2;3;735;916;Schnelllader;960;1200;0,3679450310941692;0,5725;45;HPC;2021-01-03 12:15:00;3615;1
1975;2;3;740;917;Schnelllader;960;1200;0,3940089384823673;0,5725;45;HPC;2021-01-03 12:20:00;3620;1
1977;2;3;745;919;Schnelllader;840;1200;0,3795206228118349;0,64;45;HPC;2021-01-03 12:25:00;3625;1
1978;2;3;745;920;Schnelllader;960;1200;0,3543175266828132;0,5725;45;HPC;2021-01-03 12:25:00;3625;0
1979;2;3;750;921;Schnelllader;840;1200;0,3883856048078258;0,64;45;HPC;2021-01-03 12:30:00;3630;1
1981;2;3;755;923;Schnelllader;600;750;0,484876666848256;0,856;45;HPC;2021-01-03 12:35:00;3635;1
1983;2;3;760;925;Schnelllader;960;1200;0,4317367148948973;0,5725;45;HPC;2021-01-03 12:40:00;3640;1
1984;2;3;765;926;Schnelllader;840;1200;0,3987188162580643;0,64;45;HPC;2021-01-03 12:45:00;3645;1
1985;2;3;765;927;Schnelllader;960;1200;0,4169641534654786;0,5725;45;HPC;2021-01-03 12:45:00;3645;1
1986;2;3;765;928;Schnelllader;960;1200;0,4435827925931734;0,5725;45;HPC;2021-01-03 12:45:00;3645;0
1987;2;3;765;929;Schnelllader;840;1200;0,3752605512505201;0,64;45;HPC;2021-01-03 12:45:00;3645;0
1990;2;3;770;932;Schnelllader;720;750;0,4531361059329954;0,73;45;HPC;2021-01-03 12:50:00;3650;1
1991;2;3;770;933;Schnelllader;960;1200;0,3892509441075473;0,5725;45;HPC;2021-01-03 12:50:00;3650;1
1993;2;3;775;935;Schnelllader;840;1200;0,3881893153802919;0,64;45;HPC;2021-01-03 12:55:00;3655;0
1994;2;3;780;936;Schnelllader;960;1200;0,3332453626519965;0,5725;45;HPC;2021-01-03 13:00:00;3660;1
1995;2;3;780;937;Schnelllader;840;1200;0,4328620193960588;0,64;45;HPC;2021-01-03 13:00:00;3660;1
1996;2;3;785;938;Schnelllader;960;1200;0,4063270589966161;0,5725;45;HPC;2021-01-03 13:05:00;3665;1
1997;2;3;785;939;Schnelllader;960;1200;0,3688254690645829;0,5725;45;HPC;2021-01-03 13:05:00;3665;1
1998;2;3;790;940;Schnelllader;960;1200;0,3945127864558709;0,5725;45;HPC;2021-01-03 13:10:00;3670;1
1999;2;3;800;941;Schnelllader;960;1200;0,4284722427414346;0,5725;45;HPC;2021-01-03 13:20:00;3680;1
2000;2;3;800;942;Schnelllader;960;1200;0,430367207046022;0,5725;45;HPC;2021-01-03 13:20:00;3680;1
2001;2;3;800;943;Schnelllader;840;1200;0,4733138981558653;0,64;45;HPC;2021-01-03 13:20:00;3680;0
2004;2;3;805;946;Schnelllader;720;750;0,4612385834098036;0,73;45;HPC;2021-01-03 13:25:00;3685;1
2006;2;3;810;948;Schnelllader;960;1200;0,306507702699454;0,5725;45;HPC;2021-01-03 13:30:00;3690;1
2009;2;3;820;951;Schnelllader;960;1200;0,4296781445239418;0,5725;45;HPC;2021-01-03 13:40:00;3700;1
2010;2;3;825;952;Schnelllader;840;1200;0,331074177821624;0,64;45;HPC;2021-01-03 13:45:00;3705;1
2012;2;3;830;954;Schnelllader;960;1200;0,4093167091535651;0,5725;45;HPC;2021-01-03 13:50:00;3710;1
2013;2;3;830;955;Schnelllader;960;1200;0,3646533484685244;0,5725;45;HPC;2021-01-03 13:50:00;3710;1
2014;2;3;835;956;Schnelllader;960;1200;0,3637800390558603;0,5725;45;HPC;2021-01-03 13:55:00;3715;1
2016;2;3;840;958;Schnelllader;960;1200;0,3684030697817039;0,5725;45;HPC;2021-01-03 14:00:00;3720;1
2017;2;3;840;959;Schnelllader;840;1200;0,3645935888441586;0,64;45;HPC;2021-01-03 14:00:00;3720;1
2019;2;3;840;961;Schnelllader;720;750;0,4167040297433888;0,73;45;HPC;2021-01-03 14:00:00;3720;1
2020;2;3;840;962;Schnelllader;840;1200;0,3812289605629484;0,64;45;HPC;2021-01-03 14:00:00;3720;1
2025;2;3;860;967;Schnelllader;960;1200;0,3563771212379226;0,5725;45;HPC;2021-01-03 14:20:00;3740;1
2027;2;3;870;969;Schnelllader;960;1200;0,3507805021129045;0,5725;45;HPC;2021-01-03 14:30:00;3750;1
2029;2;3;875;971;Schnelllader;960;1200;0,4373570224763543;0,5725;45;HPC;2021-01-03 14:35:00;3755;1
2030;2;3;875;972;Schnelllader;960;1200;0,4140220565053449;0,5725;45;HPC;2021-01-03 14:35:00;3755;1
2031;2;3;875;973;Schnelllader;960;1200;0,3459913759455474;0,5725;45;HPC;2021-01-03 14:35:00;3755;1
2032;2;3;875;974;Schnelllader;960;1200;0,451284284984405;0,5725;45;HPC;2021-01-03 14:35:00;3755;1
2033;2;3;885;975;Schnelllader;960;1200;0,4071305239586035;0,5725;45;HPC;2021-01-03 14:45:00;3765;1
2035;2;3;895;977;Schnelllader;840;1200;0,3617189015424388;0,64;45;HPC;2021-01-03 14:55:00;3775;1
2036;2;3;900;978;Schnelllader;960;1200;0,374308875735232;0,5725;45;HPC;2021-01-03 15:00:00;3780;1
2038;2;3;905;980;Schnelllader;960;1200;0,3254380989199816;0,5725;45;HPC;2021-01-03 15:05:00;3785;1
2040;2;3;905;982;Schnelllader;960;1200;0,4403629381155609;0,5725;45;HPC;2021-01-03 15:05:00;3785;1
2051;2;3;955;993;Schnelllader;840;1200;0,3631456247554448;0,64;45;HPC;2021-01-03 15:55:00;3835;1
2058;2;3;985;1000;Schnelllader;840;1200;0,356898069025742;0,64;45;HPC;2021-01-03 16:25:00;3865;1
2062;2;3;995;1004;Schnelllader;720;750;0,3873879186424886;0,73;45;HPC;2021-01-03 16:35:00;3875;1
2064;2;3;995;1006;Schnelllader;840;1200;0,4106373787982522;0,64;45;HPC;2021-01-03 16:35:00;3875;1
2065;2;3;995;1007;Schnelllader;840;1200;0,3328503666636822;0,64;45;HPC;2021-01-03 16:35:00;3875;1
2066;2;3;1000;1008;Schnelllader;960;1200;0,3642109321795743;0,5725;45;HPC;2021-01-03 16:40:00;3880;1
2067;2;3;1000;1009;Schnelllader;960;1200;0,3034765883600946;0,5725;45;HPC;2021-01-03 16:40:00;3880;1
2073;2;3;1015;1015;Schnelllader;960;1200;0,4095888794348582;0,5725;45;HPC;2021-01-03 16:55:00;3895;1
2077;2;3;1030;1019;Schnelllader;720;750;0,4046897269201243;0,73;45;HPC;2021-01-03 17:10:00;3910;1
2082;2;3;1040;1024;Schnelllader;960;1200;0,4047910894716557;0,5725;45;HPC;2021-01-03 17:20:00;3920;1
2085;2;3;1045;1027;Schnelllader;720;750;0,3791200213964997;0,73;45;HPC;2021-01-03 17:25:00;3925;1
2086;2;3;1045;1028;Schnelllader;840;1200;0,3439342304925519;0,64;45;HPC;2021-01-03 17:25:00;3925;1
2089;2;3;1050;1031;Schnelllader;960;1200;0,3824882382695163;0,5725;45;HPC;2021-01-03 17:30:00;3930;1
2116;2;3;1085;1058;Schnelllader;960;1200;0,3844557857813596;0,5725;45;HPC;2021-01-03 18:05:00;3965;1
2120;2;3;1090;1062;Schnelllader;960;1200;0,3102373352446618;0,5725;45;HPC;2021-01-03 18:10:00;3970;1
2127;2;3;1100;1069;Schnelllader;840;1200;0,3289450327762009;0,64;45;HPC;2021-01-03 18:20:00;3980;1
2131;2;3;1105;1073;Schnelllader;960;1200;0,3256461675124075;0,5725;45;HPC;2021-01-03 18:25:00;3985;1
2138;2;3;1120;1080;Schnelllader;960;1200;0,3077432403940007;0,5725;45;HPC;2021-01-03 18:40:00;4000;1
2146;2;3;1130;1088;Schnelllader;960;1200;0,3151899822409185;0,5725;45;HPC;2021-01-03 18:50:00;4010;1
2151;2;3;1135;1093;Schnelllader;840;1200;0,3428341023265462;0,64;45;HPC;2021-01-03 18:55:00;4015;1
2154;2;3;1140;1096;Schnelllader;960;1200;0,3214554455464903;0,5725;45;HPC;2021-01-03 19:00:00;4020;1
2155;2;3;1140;1097;Schnelllader;960;1200;0,3154839457822865;0,5725;45;HPC;2021-01-03 19:00:00;4020;1
2169;2;3;1160;1111;Schnelllader;960;1200;0,3325446029467082;0,5725;45;HPC;2021-01-03 19:20:00;4040;1
2196;2;3;1190;1138;Schnelllader;840;1200;0,3331883083376104;0,64;45;HPC;2021-01-03 19:50:00;4070;1
2208;2;3;1205;1150;Schnelllader;960;1200;0,3413946114925009;0,5725;45;HPC;2021-01-03 20:05:00;4085;1
2229;2;3;1230;1171;Schnelllader;840;1200;0,3371522487300357;0,64;45;HPC;2021-01-03 20:30:00;4110;1
2251;2;3;1265;1193;Schnelllader;960;1200;0,3339501718468922;0,5725;45;HPC;2021-01-03 21:05:00;4145;1
2331;2;4;510;1273;Schnelllader;720;750;0,5566845878107108;0,73;45;HPC;2021-01-04 08:30:00;4830;1
2332;2;4;515;1274;Schnelllader;960;1200;0,5301103712916495;0,5725;45;HPC;2021-01-04 08:35:00;4835;1
2333;2;4;550;1275;Schnelllader;960;1200;0,4320351816888625;0,5725;45;HPC;2021-01-04 09:10:00;4870;1
2335;2;4;560;1277;Schnelllader;960;1200;0,5365731100586787;0,5725;45;HPC;2021-01-04 09:20:00;4880;1
2336;2;4;560;1278;Schnelllader;600;750;0,4540362510897597;0,856;45;HPC;2021-01-04 09:20:00;4880;1
2337;2;4;565;1279;Schnelllader;960;1200;0,4413132166777451;0,5725;45;HPC;2021-01-04 09:25:00;4885;1
2338;2;4;575;1280;Schnelllader;960;1200;0,3778257540891944;0,5725;45;HPC;2021-01-04 09:35:00;4895;1
2339;2;4;575;1281;Schnelllader;960;1200;0,3763545056462258;0,5725;45;HPC;2021-01-04 09:35:00;4895;1
2340;2;4;575;1282;Schnelllader;960;1200;0,5131594344676227;0,5725;45;HPC;2021-01-04 09:35:00;4895;0
2341;2;4;575;1283;Schnelllader;960;1200;0,4632928845313569;0,5725;45;HPC;2021-01-04 09:35:00;4895;0
2342;2;4;580;1284;Schnelllader;840;1200;0,4368590251001279;0,64;45;HPC;2021-01-04 09:40:00;4900;1
2343;2;4;590;1285;Schnelllader;960;1200;0,5067495611370134;0,5725;45;HPC;2021-01-04 09:50:00;4910;1
2344;2;4;590;1286;Schnelllader;720;750;0,388500015239499;0,73;45;HPC;2021-01-04 09:50:00;4910;1
2345;2;4;590;1287;Schnelllader;960;1200;0,4989283120708957;0,5725;45;HPC;2021-01-04 09:50:00;4910;1
2346;2;4;595;1288;Schnelllader;960;1200;0,407276529516517;0,5725;45;HPC;2021-01-04 09:55:00;4915;1
2348;2;4;600;1290;Schnelllader;960;1200;0,4705145600155164;0,5725;45;HPC;2021-01-04 10:00:00;4920;1
2349;2;4;600;1291;Schnelllader;960;1200;0,3707578260046709;0,5725;45;HPC;2021-01-04 10:00:00;4920;1
2350;2;4;605;1292;Schnelllader;840;1200;0,3862287280897821;0,64;45;HPC;2021-01-04 10:05:00;4925;1
2351;2;4;605;1293;Schnelllader;960;1200;0,35744048526527;0,5725;45;HPC;2021-01-04 10:05:00;4925;0
2352;2;4;605;1294;Schnelllader;960;1200;0,3412869204782034;0,5725;45;HPC;2021-01-04 10:05:00;4925;0
2353;2;4;605;1295;Schnelllader;960;1200;0,5068210296713132;0,5725;45;HPC;2021-01-04 10:05:00;4925;0
2354;2;4;605;1296;Schnelllader;840;1200;0,5214263283142145;0,64;45;HPC;2021-01-04 10:05:00;4925;0
2355;2;4;610;1297;Schnelllader;960;1200;0,3504260038618039;0,5725;45;HPC;2021-01-04 10:10:00;4930;1
2356;2;4;610;1298;Schnelllader;720;750;0,4346621791284787;0,73;45;HPC;2021-01-04 10:10:00;4930;0
2357;2;4;610;1299;Schnelllader;960;1200;0,3437149596089421;0,5725;45;HPC;2021-01-04 10:10:00;4930;0
2358;2;4;615;1300;Schnelllader;600;750;0,5124447493970457;0,856;45;HPC;2021-01-04 10:15:00;4935;0
2359;2;4;620;1301;Schnelllader;960;1200;0,4216113404302123;0,5725;45;HPC;2021-01-04 10:20:00;4940;1
2360;2;4;620;1302;Schnelllader;840;1200;0,4800178756837333;0,64;45;HPC;2021-01-04 10:20:00;4940;1
2361;2;4;620;1303;Schnelllader;720;750;0,4113145214371911;0,73;45;HPC;2021-01-04 10:20:00;4940;0
2362;2;4;625;1304;Schnelllader;960;1200;0,4458347876345183;0,5725;45;HPC;2021-01-04 10:25:00;4945;1
2363;2;4;625;1305;Schnelllader;840;1200;0,3869263620005691;0,64;45;HPC;2021-01-04 10:25:00;4945;0
2364;2;4;625;1306;Schnelllader;840;1200;0,4688045640867202;0,64;45;HPC;2021-01-04 10:25:00;4945;0
2365;2;4;630;1307;Schnelllader;600;750;0,4454935526733243;0,856;45;HPC;2021-01-04 10:30:00;4950;1
2367;2;4;635;1309;Schnelllader;960;1200;0,5202445069230148;0,5725;45;HPC;2021-01-04 10:35:00;4955;1
2368;2;4;640;1310;Schnelllader;960;1200;0,3921446338617813;0,5725;45;HPC;2021-01-04 10:40:00;4960;1
2369;2;4;640;1311;Schnelllader;960;1200;0,4757345874363596;0,5725;45;HPC;2021-01-04 10:40:00;4960;1
2370;2;4;640;1312;Schnelllader;720;750;0,3812553400992897;0,73;45;HPC;2021-01-04 10:40:00;4960;0
2371;2;4;640;1313;Schnelllader;960;1200;0,4068632856084782;0,5725;45;HPC;2021-01-04 10:40:00;4960;0
2372;2;4;645;1314;Schnelllader;840;1200;0,423079925326613;0,64;45;HPC;2021-01-04 10:45:00;4965;1
2373;2;4;645;1315;Schnelllader;600;750;0,4439098792426227;0,856;45;HPC;2021-01-04 10:45:00;4965;1
2376;2;4;655;1318;Schnelllader;840;1200;0,5122530927058948;0,64;45;HPC;2021-01-04 10:55:00;4975;1
2377;2;4;655;1319;Schnelllader;600;750;0,4956067717706873;0,856;45;HPC;2021-01-04 10:55:00;4975;1
2378;2;4;655;1320;Schnelllader;960;1200;0,4637907121030356;0,5725;45;HPC;2021-01-04 10:55:00;4975;1
2379;2;4;655;1321;Schnelllader;960;1200;0,45422353184127;0,5725;45;HPC;2021-01-04 10:55:00;4975;0
2380;2;4;660;1322;Schnelllader;840;1200;0,4672929212552134;0,64;45;HPC;2021-01-04 11:00:00;4980;1
2381;2;4;660;1323;Schnelllader;840;1200;0,5126200171848233;0,64;45;HPC;2021-01-04 11:00:00;4980;0
2382;2;4;660;1324;Schnelllader;960;1200;0,4346233240031006;0,5725;45;HPC;2021-01-04 11:00:00;4980;0
2383;2;4;665;1325;Schnelllader;720;750;0,3868095133385203;0,73;45;HPC;2021-01-04 11:05:00;4985;0
2384;2;4;665;1326;Schnelllader;840;1200;0,4285950350063484;0,64;45;HPC;2021-01-04 11:05:00;4985;0
2385;2;4;665;1327;Schnelllader;840;1200;0,3309820776405641;0,64;45;HPC;2021-01-04 11:05:00;4985;0
2386;2;4;670;1328;Schnelllader;720;750;0,4463906981718436;0,73;45;HPC;2021-01-04 11:10:00;4990;1
2387;2;4;670;1329;Schnelllader;960;1200;0,4504150708377595;0,5725;45;HPC;2021-01-04 11:10:00;4990;0
2388;2;4;670;1330;Schnelllader;840;1200;0,3544744163059671;0,64;45;HPC;2021-01-04 11:10:00;4990;0
2390;2;4;670;1332;Schnelllader;960;1200;0,437359079743745;0,5725;45;HPC;2021-01-04 11:10:00;4990;0
2391;2;4;670;1333;Schnelllader;960;1200;0,4351691890015448;0,5725;45;HPC;2021-01-04 11:10:00;4990;0
2392;2;4;675;1334;Schnelllader;840;1200;0,431337321724093;0,64;45;HPC;2021-01-04 11:15:00;4995;1
2395;2;4;680;1337;Schnelllader;960;1200;0,4819249900167957;0,5725;45;HPC;2021-01-04 11:20:00;5000;1
2396;2;4;680;1338;Schnelllader;840;1200;0,4435222513075035;0,64;45;HPC;2021-01-04 11:20:00;5000;1
2397;2;4;680;1339;Schnelllader;960;1200;0,4433506508899627;0,5725;45;HPC;2021-01-04 11:20:00;5000;0
2398;2;4;680;1340;Schnelllader;840;1200;0,372236410140727;0,64;45;HPC;2021-01-04 11:20:00;5000;0
2399;2;4;685;1341;Schnelllader;960;1200;0,3968079953270321;0,5725;45;HPC;2021-01-04 11:25:00;5005;1
2400;2;4;690;1342;Schnelllader;840;1200;0,3887121854525018;0,64;45;HPC;2021-01-04 11:30:00;5010;1
2401;2;4;695;1343;Schnelllader;960;1200;0,3533897807447262;0,5725;45;HPC;2021-01-04 11:35:00;5015;1
2402;2;4;695;1344;Schnelllader;960;1200;0,485322497874463;0,5725;45;HPC;2021-01-04 11:35:00;5015;1
2403;2;4;700;1345;Schnelllader;960;1200;0,3171201529890059;0,5725;45;HPC;2021-01-04 11:40:00;5020;1
2404;2;4;700;1346;Schnelllader;840;1200;0,4341655900978656;0,64;45;HPC;2021-01-04 11:40:00;5020;0
2405;2;4;700;1347;Schnelllader;720;750;0,3998909956299531;0,73;45;HPC;2021-01-04 11:40:00;5020;0
2406;2;4;705;1348;Schnelllader;960;1200;0,3923265183235468;0,5725;45;HPC;2021-01-04 11:45:00;5025;1
2407;2;4;705;1349;Schnelllader;840;1200;0,3509529014959363;0,64;45;HPC;2021-01-04 11:45:00;5025;1
2408;2;4;705;1350;Schnelllader;960;1200;0,4833906130379778;0,5725;45;HPC;2021-01-04 11:45:00;5025;1
2409;2;4;705;1351;Schnelllader;840;1200;0,3935901553683999;0,64;45;HPC;2021-01-04 11:45:00;5025;0
2410;2;4;705;1352;Schnelllader;960;1200;0,4789434612790792;0,5725;45;HPC;2021-01-04 11:45:00;5025;0
2411;2;4;715;1353;Schnelllader;960;1200;0,3381042644100296;0,5725;45;HPC;2021-01-04 11:55:00;5035;1
2413;2;4;715;1355;Schnelllader;840;1200;0,4991366555869359;0,64;45;HPC;2021-01-04 11:55:00;5035;0
2414;2;4;720;1356;Schnelllader;960;1200;0,3462422176068437;0,5725;45;HPC;2021-01-04 12:00:00;5040;1
2415;2;4;725;1357;Schnelllader;960;1200;0,3222928490807142;0,5725;45;HPC;2021-01-04 12:05:00;5045;1
2416;2;4;730;1358;Schnelllader;960;1200;0,3814895794157405;0,5725;45;HPC;2021-01-04 12:10:00;5050;1
2417;2;4;730;1359;Schnelllader;960;1200;0,3145112689548776;0,5725;45;HPC;2021-01-04 12:10:00;5050;0
2418;2;4;730;1360;Schnelllader;840;1200;0,3681166425189354;0,64;45;HPC;2021-01-04 12:10:00;5050;1
2419;2;4;735;1361;Schnelllader;960;1200;0,35544784904568;0,5725;45;HPC;2021-01-04 12:15:00;5055;1
2420;2;4;740;1362;Schnelllader;840;1200;0,4855832024146377;0,64;45;HPC;2021-01-04 12:20:00;5060;1
2421;2;4;740;1363;Schnelllader;720;750;0,4111615815326651;0,73;45;HPC;2021-01-04 12:20:00;5060;0
2422;2;4;745;1364;Schnelllader;840;1200;0,4127378646395771;0,64;45;HPC;2021-01-04 12:25:00;5065;1
2424;2;4;750;1366;Schnelllader;840;1200;0,4038964776273184;0,64;45;HPC;2021-01-04 12:30:00;5070;1
2425;2;4;755;1367;Schnelllader;840;1200;0,3832869867188098;0,64;45;HPC;2021-01-04 12:35:00;5075;1
2426;2;4;755;1368;Schnelllader;960;1200;0,4301895653402378;0,5725;45;HPC;2021-01-04 12:35:00;5075;1
2428;2;4;755;1370;Schnelllader;960;1200;0,4425544614771171;0,5725;45;HPC;2021-01-04 12:35:00;5075;1
2429;2;4;760;1371;Schnelllader;960;1200;0,36813074832971;0,5725;45;HPC;2021-01-04 12:40:00;5080;1
2431;2;4;770;1373;Schnelllader;960;1200;0,4164939442728862;0,5725;45;HPC;2021-01-04 12:50:00;5090;1
2434;2;4;785;1376;Schnelllader;960;1200;0,4261042843952877;0,5725;45;HPC;2021-01-04 13:05:00;5105;1
2435;2;4;785;1377;Schnelllader;720;750;0,3771717479432207;0,73;45;HPC;2021-01-04 13:05:00;5105;1
2436;2;4;785;1378;Schnelllader;840;1200;0,4475240420735316;0,64;45;HPC;2021-01-04 13:05:00;5105;1
2438;2;4;795;1380;Schnelllader;840;1200;0,4681407252983415;0,64;45;HPC;2021-01-04 13:15:00;5115;1
2439;2;4;795;1381;Schnelllader;840;1200;0,3768334561435371;0,64;45;HPC;2021-01-04 13:15:00;5115;1
2442;2;4;810;1384;Schnelllader;840;1200;0,3670354992185543;0,64;45;HPC;2021-01-04 13:30:00;5130;1
2443;2;4;810;1385;Schnelllader;960;1200;0,4654835155693146;0,5725;45;HPC;2021-01-04 13:30:00;5130;1
2444;2;4;810;1386;Schnelllader;960;1200;0,411106841781083;0,5725;45;HPC;2021-01-04 13:30:00;5130;1
2446;2;4;825;1388;Schnelllader;960;1200;0,4492355246434711;0,5725;45;HPC;2021-01-04 13:45:00;5145;1
2449;2;4;830;1391;Schnelllader;960;1200;0,4573832436377431;0,5725;45;HPC;2021-01-04 13:50:00;5150;1
2451;2;4;835;1393;Schnelllader;960;1200;0,3039264492848149;0,5725;45;HPC;2021-01-04 13:55:00;5155;1
2454;2;4;845;1396;Schnelllader;840;1200;0,3832861084055243;0,64;45;HPC;2021-01-04 14:05:00;5165;1
2455;2;4;860;1397;Schnelllader;960;1200;0,3678811704396528;0,5725;45;HPC;2021-01-04 14:20:00;5180;1
2458;2;4;865;1400;Schnelllader;960;1200;0,3784444271315927;0,5725;45;HPC;2021-01-04 14:25:00;5185;1
2459;2;4;870;1401;Schnelllader;840;1200;0,3722259608070098;0,64;45;HPC;2021-01-04 14:30:00;5190;1
2460;2;4;870;1402;Schnelllader;840;1200;0,3371293388986955;0,64;45;HPC;2021-01-04 14:30:00;5190;1
2462;2;4;875;1404;Schnelllader;960;1200;0,4338199072212318;0,5725;45;HPC;2021-01-04 14:35:00;5195;1
2463;2;4;875;1405;Schnelllader;960;1200;0,3265026656854474;0,5725;45;HPC;2021-01-04 14:35:00;5195;1
2466;2;4;885;1408;Schnelllader;720;750;0,4338167374119709;0,73;45;HPC;2021-01-04 14:45:00;5205;1
2467;2;4;885;1409;Schnelllader;960;1200;0,3823213046504207;0,5725;45;HPC;2021-01-04 14:45:00;5205;0
2469;2;4;890;1411;Schnelllader;960;1200;0,3431612963124037;0,5725;45;HPC;2021-01-04 14:50:00;5210;1
2470;2;4;890;1412;Schnelllader;960;1200;0,3212617768418356;0,5725;45;HPC;2021-01-04 14:50:00;5210;0
2472;2;4;895;1414;Schnelllader;960;1200;0,4353740964587758;0,5725;45;HPC;2021-01-04 14:55:00;5215;1
2473;2;4;895;1415;Schnelllader;840;1200;0,4115207696520322;0,64;45;HPC;2021-01-04 14:55:00;5215;1
2477;2;4;900;1419;Schnelllader;960;1200;0,4368082556561855;0,5725;45;HPC;2021-01-04 15:00:00;5220;1
2478;2;4;900;1420;Schnelllader;960;1200;0,3709806029133872;0,5725;45;HPC;2021-01-04 15:00:00;5220;0
2479;2;4;905;1421;Schnelllader;960;1200;0,3022434374137644;0,5725;45;HPC;2021-01-04 15:05:00;5225;1
2481;2;4;905;1423;Schnelllader;960;1200;0,414757014387823;0,5725;45;HPC;2021-01-04 15:05:00;5225;1
2483;2;4;910;1425;Schnelllader;960;1200;0,3506912927443464;0,5725;45;HPC;2021-01-04 15:10:00;5230;1
2484;2;4;920;1426;Schnelllader;960;1200;0,3900591020956615;0,5725;45;HPC;2021-01-04 15:20:00;5240;1
2486;2;4;920;1428;Schnelllader;720;750;0,4316757306716742;0,73;45;HPC;2021-01-04 15:20:00;5240;1
2487;2;4;920;1429;Schnelllader;960;1200;0,4285665728351615;0,5725;45;HPC;2021-01-04 15:20:00;5240;1
2488;2;4;925;1430;Schnelllader;840;1200;0,3867230313585554;0,64;45;HPC;2021-01-04 15:25:00;5245;1
2489;2;4;930;1431;Schnelllader;960;1200;0,3825404632764515;0,5725;45;HPC;2021-01-04 15:30:00;5250;1
2491;2;4;935;1433;Schnelllader;960;1200;0,319103904891647;0,5725;45;HPC;2021-01-04 15:35:00;5255;1
2492;2;4;940;1434;Schnelllader;840;1200;0,3866630710284868;0,64;45;HPC;2021-01-04 15:40:00;5260;1
2493;2;4;945;1435;Schnelllader;840;1200;0,3813778235407195;0,64;45;HPC;2021-01-04 15:45:00;5265;1
2494;2;4;945;1436;Schnelllader;720;750;0,3782775124074584;0,73;45;HPC;2021-01-04 15:45:00;5265;1
2495;2;4;950;1437;Schnelllader;960;1200;0,3231459641805738;0,5725;45;HPC;2021-01-04 15:50:00;5270;1
2496;2;4;955;1438;Schnelllader;960;1200;0,3085848581924029;0,5725;45;HPC;2021-01-04 15:55:00;5275;1
2498;2;4;960;1440;Schnelllader;720;750;0,4183988358003555;0,73;45;HPC;2021-01-04 16:00:00;5280;1
2501;2;4;970;1443;Schnelllader;960;1200;0,3270683176104761;0,5725;45;HPC;2021-01-04 16:10:00;5290;1
2502;2;4;970;1444;Schnelllader;840;1200;0,3403781063691571;0,64;45;HPC;2021-01-04 16:10:00;5290;1
2503;2;4;970;1445;Schnelllader;960;1200;0,3424625015653008;0,5725;45;HPC;2021-01-04 16:10:00;5290;1
2504;2;4;970;1446;Schnelllader;720;750;0,4026667184680566;0,73;45;HPC;2021-01-04 16:10:00;5290;1
2506;2;4;975;1448;Schnelllader;960;1200;0,307941174865834;0,5725;45;HPC;2021-01-04 16:15:00;5295;1
2508;2;4;980;1450;Schnelllader;840;1200;0,3426750845581913;0,64;45;HPC;2021-01-04 16:20:00;5300;1
2516;2;4;995;1458;Schnelllader;840;1200;0,3612625842310608;0,64;45;HPC;2021-01-04 16:35:00;5315;1
2537;2;4;1030;1479;Schnelllader;840;1200;0,3683943701011178;0,64;45;HPC;2021-01-04 17:10:00;5350;1
